price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.745,21,934070949,False,True,False,False,False,1607965736092
122.745,100,934054721,False,False,False,False,False,1607965735759
122.745,100,933116415,False,False,False,False,False,1607965716619
122.79,100,932395035,True,False,False,False,True,1607965706584
122.77,1,932022669,False,True,False,False,False,1607965701120
122.79,1,931817242,False,True,False,False,False,1607965697524
122.79,100,931414272,True,False,False,False,False,1607965694711
122.77,100,931361956,True,False,False,False,False,1607965694353
122.76,100,930832039,True,False,False,False,False,1607965685189
122.76,100,930831951,True,False,False,False,False,1607965685189
122.76,100,930831875,True,False,False,False,False,1607965685189
122.76,50,930744866,False,True,False,False,False,1607965683694
122.78,50,930538514,False,True,False,False,False,1607965680737
122.795,10,928435033,False,True,False,False,False,1607965645183
122.795,100,928101915,False,False,False,False,False,1607965641241
122.75,100,927528450,True,False,False,False,False,1607965633467
122.75,100,927386806,False,False,False,False,False,1607965631242
122.77,100,926468292,True,False,False,False,False,1607965619110
122.78,100,926458131,True,False,False,False,False,1607965618930
122.81,10,925937930,True,True,False,False,False,1607965612985
