price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.91,82,404456248,True,True,False,False,False,1607959399735
122.91,100,402907550,False,False,False,False,False,1607959383992
122.93,1,402416907,False,True,False,False,False,1607959379461
122.98,100,401532384,False,False,False,False,False,1607959369021
122.93,100,400929814,False,False,False,False,False,1607959362522
122.94,100,400925208,False,False,False,False,False,1607959362464
122.94,100,400925202,False,False,False,False,False,1607959362464
122.96,97,399990318,False,True,False,False,False,1607959350507
122.95,5,399901568,False,True,False,False,False,1607959349665
122.96,3,399362932,False,True,False,False,False,1607959343732
122.985,100,395116438,False,False,False,False,False,1607959299078
122.985,103,395116079,False,False,False,False,False,1607959299072
122.985,100,395116002,False,False,False,False,False,1607959299071
122.975,94,393446187,False,True,False,False,False,1607959280071
122.975,6,393393130,False,True,False,False,False,1607959279289
122.995,10,392584626,False,True,False,False,False,1607959269892
123.02,100,392524541,False,False,False,False,False,1607959269323
122.99,100,391067548,True,False,False,False,False,1607959255093
122.985,45,391053144,False,True,False,False,False,1607959254957
122.985,50,391031498,False,True,False,False,False,1607959254639
