price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.945,1,1030300245,False,True,False,False,False,1607967247342
122.91,50,1028506767,False,True,False,False,False,1607967214940
122.905,100,1028072512,False,False,False,False,False,1607967208542
122.91,100,1027977269,False,False,False,False,False,1607967207689
122.9,100,1027622102,True,False,False,False,False,1607967202454
122.905,21,1027482602,False,True,False,False,False,1607967199983
122.91,100,1027406492,False,False,False,False,False,1607967198890
122.9,100,1027385293,True,False,False,False,False,1607967198729
122.91,100,1027017523,True,False,False,False,False,1607967191330
122.91,2,1026895895,False,True,False,False,False,1607967188677
122.905,100,1026716430,False,False,False,False,False,1607967185469
122.905,8,1026269367,False,True,False,False,False,1607967178044
122.92,1,1025642036,False,True,False,False,False,1607967167294
122.92,100,1025606335,False,False,False,False,False,1607967166861
122.93,100,1024388223,True,False,False,False,False,1607967145163
122.94,100,1023630926,True,False,False,False,False,1607967134039
122.945,26,1023137296,False,True,False,False,False,1607967125564
122.945,74,1023137291,False,True,False,False,False,1607967125564
122.915,26,1022403756,False,True,False,False,False,1607967115335
122.935,10,1022281632,False,True,False,False,False,1607967113435
