price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.94,47,434070275,True,True,False,False,False,1607959707207
122.94,25,433915057,True,True,False,False,False,1607959705252
122.94,75,433892216,False,True,False,False,False,1607959704966
122.93,100,433836245,True,False,False,False,False,1607959704543
122.92,80,433563079,True,True,False,False,False,1607959701280
122.93,100,433546992,False,False,False,False,False,1607959701073
122.92,70,433393478,True,True,False,False,False,1607959698780
122.92,100,433289448,False,False,False,False,False,1607959697276
122.92,44,433136366,True,True,False,False,False,1607959695323
122.92,191,432988249,False,False,False,False,False,1607959693284
122.93,100,432965386,True,False,False,False,False,1607959692928
122.95,96,432463427,True,True,False,False,False,1607959686925
122.95,4,432463396,True,True,False,False,False,1607959686925
122.96,40,431295316,False,True,False,False,False,1607959672239
122.99,100,430968137,False,False,False,False,False,1607959669435
123.0,100,430430755,True,False,False,False,False,1607959664485
123.0,3,429840179,False,True,False,False,False,1607959658209
122.99,30,428742519,True,True,False,False,False,1607959646476
122.99,70,428742493,True,True,False,False,False,1607959646476
122.99,100,427816365,True,False,False,False,False,1607959637813
