price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.455,100,1136010009,False,False,False,False,False,1607969051801
122.45,100,1135946117,False,False,False,False,False,1607969050703
122.46,100,1135926622,False,False,False,False,False,1607969050607
122.465,100,1135461126,False,False,False,False,False,1607969045058
122.48,90,1135270426,True,True,False,False,False,1607969042210
122.49,216,1132461660,True,False,False,False,False,1607968994768
122.525,19,1132011331,False,True,False,False,False,1607968986937
122.53,1,1131918608,False,True,False,False,False,1607968985396
122.54,100,1131841269,False,False,False,False,False,1607968984144
122.57,146,1131424920,True,False,False,False,False,1607968978974
122.57,100,1131423760,True,False,False,False,False,1607968978968
122.595,2000,1130831837,False,False,False,False,False,1607968969162
122.56,134,1130009252,False,False,False,False,False,1607968954986
122.55,300,1129785480,True,False,False,False,False,1607968950262
122.565,100,1129175668,False,False,False,False,False,1607968939857
122.53,300,1128804995,True,False,False,False,False,1607968932993
122.53,500,1128804987,True,False,False,False,False,1607968932993
122.535,148,1127963591,False,False,False,False,False,1607968920079
122.505,1,1127555214,False,True,False,False,False,1607968914090
122.54,5,1127200158,False,True,False,False,False,1607968908300
