price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.8,100,632913554,True,False,False,False,False,1607961799108
122.8,100,632912695,True,False,False,False,False,1607961799102
122.79,100,632795002,True,False,False,False,False,1607961797498
122.8,100,632687647,True,False,False,False,False,1607961796670
122.77,100,632414388,False,False,False,False,False,1607961794042
122.77,100,632268309,True,False,False,False,False,1607961792326
122.76,100,632102486,True,False,False,False,False,1607961790748
122.775,200,632012209,False,False,False,False,False,1607961789936
122.775,200,632011401,False,False,False,False,False,1607961789926
122.76,100,631240010,True,False,False,False,False,1607961785512
122.75,100,630891108,True,False,False,False,False,1607961782577
122.74,100,630872995,True,False,False,False,False,1607961782510
122.74,100,630872229,True,False,False,False,False,1607961782509
122.74,100,630855450,True,False,False,False,False,1607961782467
122.74,200,630855326,True,False,False,False,False,1607961782467
122.71,67,630181302,False,True,False,False,False,1607961776151
122.71,33,630118779,False,True,False,False,False,1607961775176
122.68,100,630037450,True,False,False,False,False,1607961774204
122.695,100,628508186,False,False,False,False,False,1607961754642
122.69,100,627657381,True,False,False,False,False,1607961744109
