price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.355,129,1211830016,False,False,False,False,False,1607970254628
122.335,1,1211498642,True,True,False,False,False,1607970248903
122.345,100,1211303099,False,False,False,False,False,1607970245201
122.34,300,1210152213,True,False,False,False,False,1607970228342
122.33,50,1209946767,False,True,False,False,False,1607970223776
122.35,22,1209837462,False,True,False,False,False,1607970221701
122.35,36,1209837406,True,True,False,False,False,1607970221701
122.35,64,1209837399,True,True,False,False,False,1607970221701
122.35,42,1209837302,True,True,False,False,False,1607970221700
122.355,100,1209324581,False,False,False,False,False,1607970211248
122.33,100,1208697798,True,False,False,False,False,1607970198879
122.325,4,1208615130,False,True,False,False,False,1607970197925
122.33,32,1208614597,True,True,False,False,False,1607970197922
122.35,41,1208150138,True,True,False,False,False,1607970190011
122.35,100,1208107758,True,False,False,False,False,1607970189206
122.4,100,1205641769,False,False,False,False,False,1607970141913
122.39,100,1205098264,False,False,False,False,False,1607970129977
122.375,100,1204874341,False,False,False,False,False,1607970125480
122.375,100,1204874336,False,False,False,False,False,1607970125480
122.375,200,1204874243,False,False,False,False,False,1607970125480
