price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.92,100,891904090,False,False,False,False,False,1607965136941
122.9,100,891654818,False,False,False,False,False,1607965131684
122.91,100,891620203,True,False,False,False,True,1607965130981
122.9,300,891296958,True,False,False,False,False,1607965124347
122.875,100,891106012,False,False,False,False,False,1607965120696
122.9,100,890275029,True,False,False,False,False,1607965105604
122.9,300,890275020,True,False,False,False,False,1607965105604
122.89,100,889004504,False,False,False,False,False,1607965081746
122.915,100,886862061,False,False,False,False,False,1607965044009
122.915,100,886862032,False,False,False,False,False,1607965044008
122.88,250,886325881,True,False,False,False,False,1607965033589
122.88,50,886325846,False,True,False,False,False,1607965033588
122.875,100,886253320,False,False,False,False,False,1607965032485
122.88,47,885646781,False,True,False,False,False,1607965023245
122.92,100,885174858,True,False,False,False,False,1607965014740
122.92,100,885174849,True,False,False,False,False,1607965014740
122.92,100,885149115,True,False,False,False,False,1607965014213
122.92,100,885149090,True,False,False,False,False,1607965014213
122.905,5,884978341,False,True,False,False,False,1607965010847
122.895,20,884408437,False,True,False,False,False,1607964999537
