price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.55,100,489184835,True,False,False,False,False,1607960309133
122.55,200,488992010,False,False,False,False,False,1607960305883
122.56,300,488612401,False,False,False,False,False,1607960299821
122.56,50,488592815,False,True,False,False,False,1607960299567
122.56,150,488592807,True,False,False,False,False,1607960299567
122.55,100,488543304,False,False,False,False,False,1607960298838
122.56,194,488086284,False,False,False,False,False,1607960293237
122.58,100,487749241,True,False,False,False,False,1607960288419
122.59,100,487661300,False,False,False,False,False,1607960287360
122.595,1,487661291,False,True,False,False,False,1607960287360
122.595,2,487661285,False,True,False,False,False,1607960287360
122.63,100,487566996,True,False,False,False,False,1607960286385
122.64,1,486541288,False,True,False,False,False,1607960274103
122.65,10,485959587,False,True,False,False,False,1607960265833
122.64,100,485312637,False,False,False,False,False,1607960255867
122.65,2,484742459,False,True,False,False,False,1607960248298
122.69,2,484303847,False,True,False,False,False,1607960242791
122.68,100,484005324,False,False,False,False,False,1607960238788
122.68,100,484002145,True,False,False,False,False,1607960238740
122.68,100,484002140,True,False,False,False,False,1607960238740
