price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.21,100,1158094618,True,False,False,False,False,1607969354291
122.23,100,1157944605,True,False,False,False,False,1607969351430
122.175,100,1157222854,False,False,False,False,False,1607969341221
122.145,100,1156548380,False,False,False,False,False,1607969331281
122.145,100,1156548375,False,False,False,False,False,1607969331281
122.125,100,1156317839,False,False,False,False,False,1607969327785
122.13,300,1156315148,False,False,False,False,False,1607969327759
122.14,5,1155932957,False,True,False,False,False,1607969322067
122.14,90,1155932808,False,True,False,False,False,1607969322066
122.205,100,1154862882,False,False,False,False,False,1607969310444
122.2,100,1153444340,False,False,False,False,False,1607969290942
122.195,100,1153299872,False,False,False,False,False,1607969289758
122.15,100,1152941175,True,False,False,False,False,1607969287488
122.145,100,1152018280,False,False,False,False,False,1607969279193
122.15,100,1150394837,False,False,False,False,False,1607969256772
122.2,100,1149915545,True,False,False,False,False,1607969250671
122.19,100,1149861056,True,False,False,False,False,1607969250147
122.185,100,1149433343,False,False,False,False,False,1607969243569
122.205,44,1149202439,False,True,False,False,False,1607969240579
122.2,1,1148419452,False,True,False,False,False,1607969231356
