price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.845,100,852842767,False,False,False,False,False,1607964537283
122.83,1,851936329,False,True,False,False,False,1607964519763
122.845,100,851175703,False,False,False,False,False,1607964506256
122.86,300,850900963,True,False,False,False,False,1607964501393
122.875,100,850481399,False,False,False,False,False,1607964495270
122.9,100,849897422,True,False,False,False,False,1607964486560
122.87,90,849442998,False,True,False,False,False,1607964480594
122.87,100,847363063,False,False,False,False,False,1607964451101
122.865,100,847362038,False,False,False,False,False,1607964451089
122.845,146,846408650,False,False,False,False,False,1607964437836
122.845,300,846408596,False,False,False,False,False,1607964437835
122.825,100,845734847,False,False,False,False,False,1607964428524
122.865,300,845240425,False,False,False,False,False,1607964423551
122.835,100,841930678,False,False,False,False,False,1607964382538
122.8,39,839856943,True,True,False,False,False,1607964351754
122.8,100,839853979,True,False,False,False,False,1607964351752
122.81,100,839183951,False,False,False,False,False,1607964342013
122.825,121,837859190,False,False,False,False,False,1607964326233
122.745,20,837385163,False,True,False,False,False,1607964321539
122.765,100,836122512,False,False,False,False,False,1607964306158
