price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.815,100,914541269,False,False,False,False,False,1607965436260
122.81,100,914507000,False,False,False,False,False,1607965435790
122.82,5,914489634,False,True,False,False,False,1607965435344
122.795,100,913910683,False,False,False,False,False,1607965424369
122.79,100,913686464,False,False,False,False,False,1607965420947
122.83,208,912058392,True,False,False,False,False,1607965394725
122.83,100,911839335,True,False,False,False,False,1607965392230
122.8,100,911502594,False,False,False,False,False,1607965388706
122.795,100,911262950,False,False,False,False,False,1607965384860
122.785,100,911105070,False,False,False,False,False,1607965382649
122.775,100,911087741,False,False,False,False,False,1607965382344
122.855,100,909778600,False,False,False,False,False,1607965362476
122.85,100,909354916,True,False,False,False,True,1607965357631
122.85,97,909354176,True,True,False,False,True,1607965357630
122.84,3,909354113,True,True,False,False,False,1607965357630
122.84,100,909347683,True,False,False,False,False,1607965357629
122.84,100,909196658,True,False,False,False,False,1607965355947
122.84,300,909196645,True,False,False,False,False,1607965355947
122.81,100,909144922,False,False,False,False,False,1607965355496
122.84,100,908468017,True,False,False,False,False,1607965347866
