price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.99,100,731803275,False,False,False,False,False,1607963012243
123.0,88,731729007,False,True,False,False,False,1607963011230
123.0,58,731728983,False,True,False,False,False,1607963011230
123.0,100,728425455,True,False,False,False,False,1607962960449
123.0,100,728425443,True,False,False,False,False,1607962960449
123.005,100,728253976,False,False,False,False,False,1607962957334
123.02,12,727879572,True,True,False,False,False,1607962951327
123.04,100,727554922,False,False,False,False,False,1607962947636
123.05,100,727517810,True,False,False,False,False,1607962947308
123.095,100,725739819,False,False,False,False,False,1607962924035
123.095,1,725633924,False,True,False,False,False,1607962922050
123.09,100,725425508,True,False,False,False,False,1607962918951
123.085,100,724730108,False,False,False,False,False,1607962907482
123.08,100,724707667,False,False,False,False,False,1607962907036
123.095,100,724593414,False,False,False,False,False,1607962904582
123.08,100,723650655,False,False,False,False,False,1607962889909
123.095,100,722730680,False,False,False,False,False,1607962876687
123.105,96,722249501,False,True,False,False,False,1607962870709
123.11,4,722099632,False,True,False,False,False,1607962868695
123.105,100,721062925,False,False,False,False,False,1607962856650
