price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.23,100,1229715890,True,False,False,False,False,1607970555597
122.23,100,1229715877,True,False,False,False,False,1607970555597
122.245,100,1229450710,False,False,False,False,False,1607970551494
122.245,100,1229450541,False,False,False,False,False,1607970551488
122.245,100,1229450083,False,False,False,False,False,1607970551480
122.265,1,1229112856,False,True,False,False,False,1607970545600
122.26,34,1228820313,False,True,False,False,False,1607970541398
122.26,66,1228820282,False,True,False,False,False,1607970541398
122.24,234,1228812422,True,False,False,False,False,1607970541326
122.24,64,1228812267,False,True,False,False,False,1607970541325
122.24,2,1228812167,True,True,False,False,False,1607970541324
122.235,200,1228809520,False,False,False,False,False,1607970541314
122.235,200,1228808423,False,False,False,False,False,1607970541311
122.235,200,1228806435,False,False,False,False,False,1607970541309
122.235,200,1228805739,False,False,False,False,False,1607970541306
122.235,200,1228805256,False,False,False,False,False,1607970541303
122.235,200,1228804531,False,False,False,False,False,1607970541301
122.235,200,1228803752,False,False,False,False,False,1607970541298
122.235,200,1228802917,False,False,False,False,False,1607970541296
122.235,200,1228800794,False,False,False,False,False,1607970541289
