price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
123.13,482,711316654,True,False,False,False,False,1607962724541
123.13,118,711315551,True,False,False,False,False,1607962724540
123.13,100,711313101,True,False,False,False,False,1607962724531
123.125,100,711160726,False,False,False,False,False,1607962721847
123.13,200,710260043,True,False,False,False,False,1607962706606
123.115,100,707859437,False,False,False,False,False,1607962675474
123.115,100,707859401,False,False,False,False,False,1607962675472
123.115,100,707859362,False,False,False,False,False,1607962675471
123.12,78,707171839,True,True,False,False,False,1607962664218
123.115,22,707171834,True,True,False,False,False,1607962664218
123.12,2,706620019,False,True,False,False,False,1607962653971
123.14,300,706391514,False,False,False,False,False,1607962650292
123.14,100,706138151,True,False,False,False,False,1607962647310
123.11,100,705659430,False,False,False,False,False,1607962641460
123.11,300,705659423,False,False,False,False,False,1607962641460
123.07,100,705320933,False,False,False,False,False,1607962636159
123.05,100,704930495,False,False,False,False,False,1607962629991
123.05,100,704930488,False,False,False,False,False,1607962629991
123.07,100,704669708,True,False,False,False,False,1607962626652
123.05,200,703950724,True,False,False,False,False,1607962617986
