price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.85,50,347690972,True,True,False,False,False,1607958806721
122.85,1,347139152,False,True,False,False,False,1607958801360
122.81,6,344690915,False,True,False,False,False,1607958775275
122.8,53,344277556,True,True,False,False,False,1607958770590
122.8,53,344277294,True,True,False,False,False,1607958770587
122.8,97,344276825,True,True,False,False,False,1607958770584
122.785,100,343661343,False,False,False,False,False,1607958764636
122.785,9,343512558,False,True,False,False,False,1607958763289
122.785,100,343512552,False,False,False,False,False,1607958763289
122.795,50,343329683,False,True,False,False,False,1607958761827
122.81,9,343141010,False,True,False,False,False,1607958760171
122.8,50,342394566,False,True,False,False,False,1607958753948
122.74,100,340801025,False,False,False,False,False,1607958737518
122.73,1,340134374,False,True,False,False,False,1607958730017
122.71,97,339527330,True,True,False,False,False,1607958724594
122.705,3,339527312,True,True,False,False,False,1607958724594
122.68,300,339049509,True,False,False,False,False,1607958720616
122.685,100,339025849,False,False,False,False,False,1607958720437
122.7,100,338885030,True,False,False,False,False,1607958719355
122.7,100,338885021,True,False,False,False,False,1607958719355
