price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.78,100,782898286,False,False,False,False,False,1607963614893
122.785,100,782897472,False,False,False,False,False,1607963614867
122.78,100,782184501,True,False,False,False,False,1607963606469
122.755,22,782148160,False,True,False,False,False,1607963606452
122.74,1,781476101,False,True,False,False,False,1607963599265
122.76,100,781331808,False,False,False,False,False,1607963597899
122.76,100,781239631,False,False,False,False,False,1607963597477
122.775,100,781237285,False,False,False,False,False,1607963597456
122.78,100,781236227,False,False,False,False,False,1607963597449
122.845,100,779432889,False,False,False,False,False,1607963574521
122.77,5,776237880,False,True,False,False,False,1607963542086
122.775,124,775300279,False,False,False,False,False,1607963533934
122.75,100,774858431,True,False,False,False,False,1607963532052
122.77,100,774663203,True,False,False,False,False,1607963531150
122.82,100,774236914,False,False,False,False,False,1607963527091
122.81,100,773952190,True,False,False,False,False,1607963524293
122.8,100,773766176,False,False,False,False,False,1607963522084
122.78,20,773738310,True,True,False,False,False,1607963521862
122.775,100,773651767,False,False,False,False,False,1607963521175
122.76,100,773551898,True,False,False,False,False,1607963520763
