price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
123.07,11,602303686,False,True,False,False,False,1607961518490
123.07,89,602144624,False,True,False,False,False,1607961516726
123.05,300,601767375,False,False,False,False,False,1607961514263
123.045,181,601748851,False,False,False,False,False,1607961514189
123.075,98,599997120,False,True,False,False,False,1607961499831
123.045,2,599819859,False,True,False,False,False,1607961498466
123.06,100,599554008,True,False,False,False,False,1607961497337
123.06,116,599553112,True,False,False,False,False,1607961497335
123.06,300,599553102,True,False,False,False,False,1607961497335
123.08,100,599511562,True,False,False,False,False,1607961496779
123.07,100,599324735,True,False,False,False,True,1607961494907
123.1,100,599310292,True,False,False,False,False,1607961494779
123.08,100,598945837,False,False,False,False,False,1607961489777
123.07,14,598939608,True,True,False,False,False,1607961489703
123.03,100,598039023,True,False,False,False,False,1607961478779
123.02,100,598013698,False,False,False,False,False,1607961478506
123.02,200,598011294,False,False,False,False,False,1607961478492
123.02,100,597969204,True,False,False,False,False,1607961478003
123.03,3,597766525,False,True,False,False,False,1607961475395
123.05,300,597576054,True,False,False,False,False,1607961473456
