price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.44,54,1247771701,True,True,False,False,False,1607970857254
122.44,46,1247771644,False,True,False,False,False,1607970857254
122.42,300,1246839487,False,False,False,False,False,1607970846320
122.41,300,1246822031,True,False,False,False,False,1607970846016
122.41,100,1246151312,False,False,False,False,False,1607970835670
122.38,1,1245994710,False,True,False,False,False,1607970833896
122.38,1,1245994698,False,True,False,False,False,1607970833896
122.375,100,1245956604,False,False,False,False,False,1607970833136
122.375,116,1245956599,False,False,False,False,False,1607970833136
122.37,100,1245465898,True,False,False,False,False,1607970824540
122.38,100,1245346898,True,False,False,False,False,1607970822326
122.38,70,1245193055,False,True,False,False,False,1607970820197
122.37,100,1244590979,False,False,False,False,False,1607970811228
122.345,100,1243784345,False,False,False,False,False,1607970797254
122.35,100,1243783652,False,False,False,False,False,1607970797253
122.35,100,1243783463,True,False,False,False,False,1607970797253
122.355,100,1243780884,False,False,False,False,False,1607970797198
122.37,100,1242883280,False,False,False,False,False,1607970779130
122.355,100,1242120503,False,False,False,False,False,1607970762180
122.35,29,1241640904,True,True,False,False,False,1607970752821
