price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.895,100,1011632186,False,False,False,False,False,1607966946437
122.895,100,1010334803,False,False,False,False,False,1607966921116
122.885,100,1010034208,False,False,False,False,False,1607966915196
122.89,100,1010032950,True,False,False,False,False,1607966915190
122.895,100,1010002248,False,False,False,False,False,1607966914965
122.895,100,1009887359,False,False,False,False,False,1607966912051
122.905,21,1009814774,False,True,False,False,False,1607966911039
122.885,100,1007985934,False,False,False,False,False,1607966882844
122.87,100,1006537179,False,False,False,False,False,1607966856548
122.87,100,1006537174,False,False,False,False,False,1607966856548
122.85,300,1005731813,False,False,False,False,False,1607966844293
122.845,100,1005728284,False,False,False,False,False,1607966844163
122.85,100,1004861141,False,False,False,False,False,1607966826773
122.85,5,1004737919,False,True,False,False,False,1607966824748
122.845,200,1004451678,False,False,False,False,False,1607966820450
122.855,100,1003056374,False,False,False,False,False,1607966793651
122.875,200,1002707907,False,False,False,False,False,1607966787649
122.87,279,1001634536,False,False,False,False,False,1607966771462
122.87,21,1001579603,False,True,False,False,False,1607966770875
122.825,10,1001101570,False,True,False,False,False,1607966764489
