price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.83,100,282939824,False,False,False,False,False,1607958205085
122.83,100,282344328,False,False,False,False,False,1607958201853
122.855,10,281887656,False,True,False,False,False,1607958197681
122.87,100,281650974,True,False,False,False,False,1607958195709
122.925,100,280132933,False,False,False,False,False,1607958184541
122.94,59,279880181,False,True,False,False,False,1607958182906
122.94,41,279814428,True,True,False,False,False,1607958182240
122.945,200,279650024,False,False,False,False,False,1607958180904
122.905,5,279069475,False,True,False,False,False,1607958176419
122.9,100,279069442,True,False,False,False,False,1607958176419
122.9,47,279067091,True,True,False,False,False,1607958176392
122.9,2,279025680,True,True,False,False,False,1607958176022
122.9,1,279008054,True,True,False,False,False,1607958175857
122.9,100,278980537,False,False,False,False,False,1607958175653
122.91,100,278829506,False,False,False,False,False,1607958174452
122.935,600,277410359,False,False,False,False,False,1607958164808
122.94,100,277365374,False,False,False,False,False,1607958164369
122.95,5,276398541,True,True,False,False,False,1607958155152
122.95,100,276348389,True,False,False,False,False,1607958154709
122.95,300,275721874,True,False,False,False,False,1607958148902
