price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.62,100,1099769728,True,False,False,False,False,1607968454809
122.605,100,1099583380,False,False,False,False,False,1607968450806
122.61,1,1099516041,True,True,False,False,False,1607968449945
122.61,100,1097943253,False,False,False,False,False,1607968421535
122.605,100,1097409679,False,False,False,False,False,1607968412076
122.64,100,1095765550,True,False,False,False,False,1607968385125
122.63,50,1095534704,False,True,False,False,False,1607968380930
122.61,100,1095445274,False,False,False,False,False,1607968380144
122.62,5,1095190921,False,True,False,False,False,1607968374195
122.635,100,1094325784,False,False,False,False,False,1607968357154
122.64,100,1093481000,True,False,False,False,False,1607968340931
122.64,100,1093480995,True,False,False,False,False,1607968340931
122.635,100,1093479462,False,False,False,False,False,1607968340916
122.65,5,1093140770,False,True,False,False,False,1607968335015
122.665,100,1091771227,False,False,False,False,False,1607968318263
122.64,100,1091432048,True,False,False,False,False,1607968310576
122.635,100,1091223508,False,False,False,False,False,1607968306537
122.635,100,1090822448,False,False,False,False,False,1607968300513
122.655,100,1088614554,False,False,False,False,False,1607968262152
122.655,100,1088311069,False,False,False,False,False,1607968257208
