price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
122.35,100,1176495782,True,False,False,False,False,1607969655046
122.34,100,1176441624,False,False,False,False,False,1607969654322
122.34,100,1176441609,False,False,False,False,False,1607969654322
122.34,1,1176441603,False,True,False,False,False,1607969654322
122.34,300,1175744179,True,False,False,False,False,1607969641169
122.33,100,1175110165,False,False,False,False,False,1607969631084
122.33,100,1175110140,False,False,False,False,False,1607969631084
122.35,88,1175093576,True,True,False,False,False,1607969630846
122.35,100,1175093408,True,False,False,False,False,1607969630846
122.36,100,1175074902,True,False,False,False,False,1607969630462
122.35,100,1175072424,False,False,False,False,False,1607969630409
122.355,12,1175045225,False,True,False,False,False,1607969629970
122.35,88,1175045168,True,True,False,False,False,1607969629970
122.335,100,1174854386,False,False,False,False,False,1607969626536
122.315,100,1174226791,False,False,False,False,False,1607969616419
122.295,100,1173859611,False,False,False,False,False,1607969610022
122.295,100,1173694100,False,False,False,False,False,1607969607839
122.295,100,1173693947,False,False,False,False,False,1607969607835
122.295,100,1173693927,False,False,False,False,False,1607969607834
122.29,100,1173692712,True,False,False,False,False,1607969607821
