price,size,tradeId,isISO,isOddLot,isOutsideRegularHours,isSinglePriceCross,isTradeThroughExempt,timestamp
123.03,2,753070833,False,True,False,False,False,1607963308962
123.01,100,752619894,True,False,False,False,False,1607963302896
123.01,100,752547069,True,False,False,False,False,1607963301901
123.05,100,751997141,True,False,False,False,False,1607963296393
123.05,300,751500475,False,False,False,False,False,1607963290641
123.055,300,751499461,False,False,False,False,False,1607963290623
122.985,400,750124333,False,False,False,False,False,1607963270845
122.975,100,750030921,False,False,False,False,False,1607963269105
122.945,3,749551733,False,True,False,False,False,1607963262334
122.93,200,749400625,True,False,False,False,False,1607963260216
122.93,100,749399295,True,False,False,False,False,1607963260190
122.95,100,749047018,True,False,False,False,False,1607963255370
122.94,115,748970119,True,False,False,False,False,1607963254156
122.94,35,748963311,True,True,False,False,False,1607963254074
122.92,100,748727838,False,False,False,False,False,1607963250515
122.97,23,748200657,True,True,False,False,False,1607963242478
122.96,2,748062017,False,True,False,False,False,1607963240264
122.99,100,747446033,False,False,False,False,False,1607963232286
123.05,218,746852014,False,False,False,False,False,1607963226110
123.06,100,745596064,True,False,False,False,False,1607963210937
